"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs13144136-<b>?</b>,"7 x 10-6",EA,0.30,1.52,'-,[1.27-1.85],CLNK,"Resistance to antihypertensive treatment in hypertension","treatment-resistant hypertension",GCST004163,4:10665285
rs12046278-<b>?</b>,"2 x 10-9",,NR,1.4084507,'-,[1.25-1.59],CASZ1,"Resistant hypertension","treatment-resistant hypertension",GCST009098,1:10739520
rs11674660-<b>?</b>,"5 x 10-8",,NR,1.54,'-,[1.31-1.79],"ARNILA, DNMT3A","Resistant hypertension","treatment-resistant hypertension",GCST009098,2:25345846
rs9373768-<b>?</b>,"1 x 10-7",,NR,1.48,'-,[1.29-1.70],AL357522.1,"Resistant hypertension","treatment-resistant hypertension",GCST009098,6:104488097
rs12046278-<b>C</b>,"1 x 10-8",,0.63,1.4084507,'-,[1.25-1.59],CASZ1,"Resistant hypertension","treatment-resistant hypertension",GCST009102,1:10739520
rs11674660-<b>T</b>,"8 x 10-8",,0.15,1.53,'-,[1.31-1.80],"ARNILA, DNMT3A","Resistant hypertension","treatment-resistant hypertension",GCST009102,2:25345846
rs76967376-<b>A</b>,"6 x 10-8",,0.11,2.65,'-,[1.87-3.78],MYO5B,"Resistant hypertension","treatment-resistant hypertension",GCST009100,18:50111242
rs185169399-<b>A</b>,"5 x 10-7",,0.94,11.96,'-,[4.53-31.55],LINC02241,"Resistant hypertension","treatment-resistant hypertension",GCST009100,5:20748963
rs12665245-<b>C</b>,"1 x 10-6",,0.14,2.7777777,'-,[1.85-4.17],ENPP3,"Resistant hypertension","treatment-resistant hypertension",GCST009100,6:131653843
rs143255889-<b>C</b>,"2 x 10-6",,0.07,3.1,'-,[1.95-4.92],"LINC02647, AL358787.1","Resistant hypertension","treatment-resistant hypertension",GCST009100,10:85230610
rs11617740-<b>?</b>,"7 x 10-7",(Afro-Caribbean),NR,16.69,'-,[5.53-51.97],FGF14,Preeclampsia,preeclampsia,GCST001949,13:102027776
rs2839440-<b>?</b>,"1 x 10-6",(Afro-Caribbean),NR,5.31,'-,[2.70-10.42],ZNF295-AS1,Preeclampsia,preeclampsia,GCST001949,21:42023389
rs12641856-<b>?</b>,"2 x 10-6",(Afro-Caribbean),NR,15.19,'-,[4.98-46.35],AC084741.1,Preeclampsia,preeclampsia,GCST001949,4:181688712
rs4815879-<b>?</b>,"2 x 10-6",(Afro-Caribbean),NR,14.57,'-,[4.81-44.17],"MCM8, AL035461.4",Preeclampsia,preeclampsia,GCST001949,20:5968888
rs28360974-<b>?</b>,"3 x 10-6",(Afro-Caribbean),NR,10.13,'-,[3.85-26.67],"MUC22, MUC21",Preeclampsia,preeclampsia,GCST001949,6:31008442
rs1248993-<b>?</b>,"6 x 10-6",(Afro-Caribbean),NR,4.27,'-,[2.28-8.01],"LINC01517, BAMBI",Preeclampsia,preeclampsia,GCST001949,10:28738294
rs975369-<b>?</b>,"8 x 10-6",(Afro-Caribbean),NR,4.55,'-,[2.34-8.83],"AC091705.1, AC005165.1",Preeclampsia,preeclampsia,GCST001949,7:25573041
rs1556832-<b>?</b>,"9 x 10-6",(Afro-Caribbean),NR,4.33,'-,[2.27-8.27],ADRA1D,Preeclampsia,preeclampsia,GCST001949,20:4234910
rs11600901-<b>?</b>,"9 x 10-6",(Afro-Caribbean),NR,9.83,'-,[3.58-27.00],AP002800.2,Preeclampsia,preeclampsia,GCST001949,11:118161271
rs7322722-<b>?</b>,"1 x 10-6",(EA),NR,2.93,'-,[1.90-4.52],MYCBP2,Preeclampsia,preeclampsia,GCST001949,13:77305241
rs10989019-<b>?</b>,"2 x 10-6",(EA),NR,3.21,'-,[1.98-5.20],INVS,Preeclampsia,preeclampsia,GCST001949,9:100214259
rs10883969-<b>?</b>,"3 x 10-6",(EA),NR,2.97,'-,[1.88-4.69],SFR1,Preeclampsia,preeclampsia,GCST001949,10:104124358
rs7028939-<b>?</b>,"3 x 10-6",(EA),NR,3.17,'-,[1.95-5.15],ERP44,Preeclampsia,preeclampsia,GCST001949,9:100046403
rs17787940-<b>?</b>,"3 x 10-6",(EA),NR,3.17,'-,[1.95-5.16],WWTR1,Preeclampsia,preeclampsia,GCST001949,3:149532802
rs9976946-<b>?</b>,"5 x 10-6",(EA),NR,5.5,'-,[2.65-11.39],RUNX1,Preeclampsia,preeclampsia,GCST001949,21:34835765
rs6563695-<b>?</b>,"5 x 10-6",(EA),NR,3.65,'-,[2.09-6.36],LHFPL6,Preeclampsia,preeclampsia,GCST001949,13:39329106
rs17412740-<b>?</b>,"2 x 10-6",(Hispanic),NR,6.08,'-,[2.88-12.81],"AC022559.1, AC023403.1",Preeclampsia,preeclampsia,GCST001949,8:20389247
rs17636747-<b>?</b>,"4 x 10-6",(Hispanic),NR,8.35,'-,[3.41-20.46],"AC012360.2, TGFBRAP1",Preeclampsia,preeclampsia,GCST001949,2:105261413
rs2226284-<b>?</b>,"3 x 10-8",SNP+sleep,NR,5.91,'-,[3.15-11.11],LRRC7,"Hypertension risk in short sleep duration","hypertension, short sleep",GCST001405,1:69869999
rs225212-<b>?</b>,"5 x 10-6",SNP+sleep,NR,5.08,'-,[2.52-10.23],MYO1D,"Hypertension risk in short sleep duration","hypertension, short sleep",GCST001405,17:32569437
rs660899-<b>?</b>,"4 x 10-6",SNP+sleep,NR,7.22,'-,[3.12-16.70],"KDM4A, AL451062.4","Hypertension risk in short sleep duration","hypertension, short sleep",GCST001405,1:43651335
rs6978712-<b>A</b>,"5 x 10-7",,0.175,2.02,'-,[1.53-2.68],"GCC1, AC000124.1","Medication adherence in chronic diseases","diabetes mellitus, hypertension, medication adherence behavior",GCST002637,7:127507709
rs7690819-<b>G</b>,"1 x 10-6",,0.521,1.63,'-,[1.34-2.00],"RNU6-289P, AC004062.1","Medication adherence in chronic diseases","diabetes mellitus, hypertension, medication adherence behavior",GCST002637,4:111199502
rs9810888-<b>G</b>,"4 x 10-6",,0.39,'-,'-,'-,CACNA1D,Hypertension,hypertension,GCST002627,3:53601568
rs2021783-<b>C</b>,"4 x 10-11",,0.79,'-,'-,'-,TNXB,Hypertension,hypertension,GCST002627,6:32077074
rs11067763-<b>A</b>,"1 x 10-7",,0.62,'-,'-,'-,AC009387.1,Hypertension,hypertension,GCST002627,12:115760536
rs820430-<b>A</b>,"1 x 10-6",,0.32,'-,'-,'-,"AC099535.1, RNU1-96P",Hypertension,hypertension,GCST002627,3:27507409
rs880315-<b>C</b>,"2 x 10-9",,0.63,'-,'-,'-,CASZ1,Hypertension,hypertension,GCST002627,1:10736809
rs10745332-<b>A</b>,"3 x 10-9",,0.82,'-,'-,'-,CAPZA1,Hypertension,hypertension,GCST002627,1:112646431
rs1902859-<b>C</b>,"8 x 10-18",,0.41,'-,'-,'-,"FGF5, PRDM8",Hypertension,hypertension,GCST002627,4:80236549
rs13143871-<b>T</b>,"1 x 10-6",,0.8,'-,'-,'-,GUCY1A1,Hypertension,hypertension,GCST002627,4:155698052
rs4409766-<b>T</b>,"7 x 10-13",,0.71,'-,'-,'-,"BORCS7, BORCS7-ASMT",Hypertension,hypertension,GCST002627,10:102856906
rs4757391-<b>C</b>,"3 x 10-6",,0.28,'-,'-,'-,SOX6,Hypertension,hypertension,GCST002627,11:16281393
rs17249754-<b>G</b>,"2 x 10-8",,0.64,'-,'-,'-,ATP2B1,Hypertension,hypertension,GCST002627,12:89666809
rs11066280-<b>T</b>,"6 x 10-8",,0.81,'-,'-,'-,HECTD4,Hypertension,hypertension,GCST002627,12:112379979
