"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs11062987-<b>A</b>,"7 x 10-7","(between families)",NR,'-,"4.964 unit decrease",'-,"AC084375.1, HSPA8P5","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:4063960
rs116938548-<b>T</b>,"2 x 10-7","(between families)",NR,'-,"5.24 unit increase",'-,AC005833.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:4699085
rs3794318-<b>A</b>,"5 x 10-7","(between families)",NR,'-,"5.043 unit decrease",'-,AICDA,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:8605947
rs117154046-<b>A</b>,"6 x 10-7","(between families)",NR,'-,"5.001 unit increase",'-,OVCH1-AS1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:29389844
rs79335261-<b>T</b>,"7 x 10-8","(between families)",NR,'-,"5.399 unit increase",'-,AC034102.2,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:56103857
rs187293782-<b>T</b>,"7 x 10-9","(between families)",NR,'-,"5.78 unit increase",'-,AC078923.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:75763576
rs190909796-<b>T</b>,"5 x 10-7","(between families)",NR,'-,"5.038 unit increase",'-,"OTOGL, RNU7-106P","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:80080902
rs117483990-<b>T</b>,"1 x 10-9","(between families)",NR,'-,"6.07 unit decrease",'-,AC009522.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:89830937
rs185806653-<b>A</b>,"8 x 10-7","(between families)",NR,'-,"4.932 unit increase",'-,AC068787.2,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:127489593
rs144288546-<b>A</b>,"2 x 10-8","(between families)",NR,'-,"5.634 unit increase",'-,TMEM132C,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,12:128585137
rs61960582-<b>A</b>,"8 x 10-7","(between families)",NR,'-,"4.927 unit increase",'-,AL137058.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:52557892
rs61956285-<b>T</b>,"1 x 10-6","(between families)",NR,'-,"4.902 unit increase",'-,"RABEPKP1, DACH1","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:71297394
rs189465671-<b>T</b>,"2 x 10-7","(between families)",NR,'-,"5.246 unit increase",'-,AL590807.1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:80962230
rs9546312-<b>T</b>,"9 x 10-7","(between families)",NR,'-,"4.92 unit decrease",'-,"AL512782.1, RNU6-67P","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:83172816
rs6491411-<b>A</b>,"9 x 10-7","(between families)",NR,'-,"4.911 unit decrease",'-,FARP1,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:98252314
rs117969561-<b>T</b>,"9 x 10-7","(between families)",NR,'-,"4.909 unit increase",'-,"AL356966.1, GGACT","Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:100558935
rs115694210-<b>A</b>,"1 x 10-7","(between families)",NR,'-,"5.336 unit decrease",'-,LINC00343,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:105740230
rs150813880-<b>A</b>,"1 x 10-6","(between families)",NR,'-,"4.895 unit increase",'-,MYO16,"Alzheimer disease and age of onset","Alzheimer's disease, age at onset",GCST003427,13:109140829
rs4937314-<b>C</b>,"7 x 10-6",,0.17,'-,'-,'-,"LINC02098, ETS1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,11:128319206
rs11848070-<b>C</b>,"6 x 10-6",,0.25,'-,'-,'-,PCNX1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,14:71040884
rs6085820-<b>A</b>,"9 x 10-6",,0.09,'-,'-,'-,"BMP2, AL096799.1","Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,20:6999988
rs4145462-<b>T</b>,"1 x 10-6",,0.05,'-,'-,'-,MPZL1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,1:167749262
rs41458646-<b>G</b>,"8 x 10-6",,0.17,'-,'-,'-,"AC018467.1, RN7SKP27","Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,2:23016071
rs6738181-<b>A</b>,"5 x 10-6",,0.19,'-,'-,'-,"AC009498.1, DSTNP5","Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,2:204263298
rs7638995-<b>A</b>,"2 x 10-6",,0.11,'-,'-,'-,"LMOD3, FRMD4B","Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,3:69124224
rs11983798-<b>T</b>,"1 x 10-6",,0.08,'-,'-,'-,ATXN7L1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,7:105640741
rs6468852-<b>G</b>,"1 x 10-6",,0.13,'-,'-,'-,AZIN1-AS1,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,8:102963761
rs9969729-<b>A</b>,"2 x 10-6",,0.08,'-,'-,'-,"LINC01505, SLC25A6P5","Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,9:105869669
rs12361953-<b>C</b>,"8 x 10-7",,0.15,'-,'-,'-,LUZP2,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,11:24589584
rs472926-<b>C</b>,"3 x 10-6",,0.15,'-,'-,'-,CDON,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,11:126035363
rs17767225-<b>T</b>,"8 x 10-6",,0.2,'-,'-,'-,AC004817.5,"Alzheimer's disease (late onset)","Alzheimer's disease",GCST001658,14:71199580
rs271066-<b>?</b>,"3 x 10-6",,NR,'-,"0.6491 unit decrease",'-,AC026167.1,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,3:6336008
rs704454-<b>?</b>,"3 x 10-6",,NR,'-,"0.5038 unit increase",'-,ADAMTS9-AS2,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,3:64941350
rs1466662-<b>?</b>,"5 x 10-7",,NR,'-,"0.9595 unit decrease",'-,DCHS2,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,4:154426241
rs2034764-<b>?</b>,"4 x 10-6",,NR,'-,"0.879 unit increase",'-,PUM3,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,9:2742771
rs17429217-<b>?</b>,"3 x 10-6",,NR,'-,"2.436 unit increase",'-,HRK,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,12:116857528
rs3743162-<b>?</b>,"9 x 10-6",,NR,'-,"0.8828 unit decrease",'-,SLC28A1,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,15:84887738
rs4420638-<b>?</b>,"1 x 10-12",,NR,'-,"2.2018 unit increase",'-,"APOC1P1, APOC1","Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,19:44919689
rs10517270-<b>?</b>,"4 x 10-6",,NR,'-,"3.3056 unit decrease",'-,AC093606.1,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,4:33201518
rs2104362-<b>?</b>,"7 x 10-6",,NR,'-,"0.8441 unit increase",'-,"LINC01016, MLN","Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,6:33857581
rs12933233-<b>?</b>,"8 x 10-6",,NR,'-,"0.7869 unit increase",'-,"LINC02181, C16orf95","Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,16:87078024
rs1037757-<b>?</b>,"8 x 10-6",,NR,'-,"4.5618 unit decrease",'-,AC040963.1,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,18:59084822
rs3743162-<b>?</b>,"9 x 10-6",,NR,'-,"0.88 unit decrease",'-,SLC28A1,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,15:84887738
rs12816806-<b>?</b>,"9 x 10-6",,NR,'-,"0.8384 unit increase",'-,"RBM19, DYNLL1P4","Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST001280,12:113810386
rs2075650-<b>?</b>,"2 x 10-7",,'-,1.5,'-,[NR],TOMM40,"Alzheimer's disease","Alzheimer's disease",GCST006121,19:44892362
rs2075650-<b>?</b>,"5 x 10-7",,NR,1.5,'-,[NR],TOMM40,"Alzheimer's disease (age of onset)","Alzheimer's disease, age at onset",GCST006120,19:44892362
rs11967676-<b>G</b>,"9 x 10-8",,0.08,'-,"1.07 unit decrease",[0.7-1.44],"FO393412.1, AL391538.1","Cerebrospinal AB1-42 levels in Alzheimer's disease dementia","Alzheimer's disease, beta-amyloid 1-42 measurement",GCST006990,6:48747159
rs4955783-<b>G</b>,"5 x 10-7",,0.49,'-,"0.61 unit decrease",[0.39-0.83],GOLIM4,"Cerebrospinal fluid t-tau levels in Alzheimer's disease dementia","Alzheimer's disease, t-tau measurement",GCST006991,3:168031109
rs181850653-<b>T</b>,"9 x 10-7",,0.03,'-,"1.59 unit decrease",[0.98-2.2],"AC022417.1, RNU6-363P","Cerebrospinal fluid t-tau levels in Alzheimer's disease dementia","Alzheimer's disease, t-tau measurement",GCST006991,5:31575350
rs80011616-<b>A</b>,"2 x 10-7",,0.14,'-,"0.92 unit decrease",[0.61-1.23],RNF165,"Cerebrospinal fluid t-tau levels in Alzheimer's disease dementia","Alzheimer's disease, t-tau measurement",GCST006991,18:46404184
rs114090132-<b>T</b>,"8 x 10-7",,0.02,'-,"2.46 unit decrease",[1.54-3.38],SLC25A48,"Cerebrospinal fluid p-tau levels in Alzheimer's disease dementia","Alzheimer's disease, p-tau measurement",GCST006992,5:135810905
rs117556552-<b>T</b>,"5 x 10-7",,0.05,'-,"2.21 unit decrease",[1.41-3.01],ANO3,"Cerebrospinal fluid p-tau levels in Alzheimer's disease dementia","Alzheimer's disease, p-tau measurement",GCST006992,11:26498505
rs117908734-<b>T</b>,"1 x 10-6",,0.02,'-,"3.03 unit decrease",[1.89-4.17],"AL132719.1, RN7SL714P","Cerebrospinal fluid p-tau levels in Alzheimer's disease dementia","Alzheimer's disease, p-tau measurement",GCST006992,14:98492717
rs8039237-<b>C</b>,"1 x 10-7",,0.03,'-,"0.79 unit increase",[0.52-1.06],AC087633.2,"Cerebrospinal fluid p-tau levels in Alzheimer's disease dementia","Alzheimer's disease, p-tau measurement",GCST006992,15:94845722
rs186911969-<b>T</b>,"3 x 10-7",,0.02,'-,"3.65 unit increase",[2.32-4.98],"ACTL8, AL357509.1","Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,1:17877570
rs137929838-<b>T</b>,"3 x 10-7",,0.03,'-,"1.59 unit increase",[1.02-2.16],COLGALT2,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,1:183941302
rs7576531-<b>T</b>,"1 x 10-6",,0.04,'-,"1.64 unit increase",[1.01-2.27],ABCB11,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,2:168969959
rs140442947-<b>C</b>,"1 x 10-7",,0.01,'-,"2.83 unit increase",[1.85-3.81],GSK3B,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,3:119865430
rs116105213-<b>C</b>,"4 x 10-7",,0.02,'-,"2.73 unit increase",[1.73-3.73],ARAP2,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,4:36187535
rs17488073-<b>G</b>,"2 x 10-7",,0.16,'-,"0.83 unit increase",[0.54-1.12],IRF2,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,4:184407819
rs182645021-<b>C</b>,"5 x 10-7",,0.01,'-,"2.69 unit increase",[1.69-3.69],"RN7SL221P, AL136307.1","Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,6:5877202
rs10455152-<b>C</b>,"8 x 10-7",,0.23,'-,"0.69 unit increase",[0.44-0.94],"AL135903.1, LINC02535","Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,6:85308630
rs79846291-<b>T</b>,"2 x 10-8",,0.02,'-,"1.85 unit increase",[1.24-2.46],LINC00271,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,6:135756791
rs149454736-<b>T</b>,"2 x 10-7",,0.03,'-,"1.72 unit increase",[1.11-2.33],AKAP9,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,7:92101277
rs139934868-<b>G</b>,"1 x 10-7",,0.06,'-,"1.53 unit increase",[1-2.06],DSCAML1,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,11:117780161
rs78927322-<b>G</b>,"1 x 10-7",,0.01,'-,"2.85 unit increase",[1.85-3.85],IL34,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,16:70602635
rs146446983-<b>C</b>,"7 x 10-7",,0.02,'-,"2.59 unit increase",[1.61-3.57],GPR160P2,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,17:31761101
rs62125664-<b>A</b>,"6 x 10-7",,0.02,'-,"2.23 unit increase",[1.39-3.07],"ZNF30-AS1, LINC01838","Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,19:34915156
rs75627662-<b>T</b>,"8 x 10-7",,0.27,'-,"0.51 unit decrease",[0.31-0.71],AC011481.3,"Hippocampal volume in Alzheimer's disease dementia","Alzheimer's disease, hippocampal volume",GCST006993,19:44910319
rs147906088-<b>T</b>,"8 x 10-8",,0.02,'-,"1.76 unit decrease",[1.15-2.37],"LINC01445, VSTM2A","Logical memory (immediate recall) in Alzheimer's disease dementia","Alzheimer's disease, memory performance",GCST006994,7:54496119
rs56214552-<b>G</b>,"4 x 10-7",,0.26,'-,"0.44 unit increase",[0.28-0.6],TRIQK,"Logical memory (immediate recall) in Alzheimer's disease dementia","Alzheimer's disease, memory performance",GCST006994,8:93011994
rs6479525-<b>A</b>,"9 x 10-7",,0.34,'-,"0.39 unit decrease",[0.23-0.55],LINC01508,"Logical memory (immediate recall) in Alzheimer's disease dementia","Alzheimer's disease, memory performance",GCST006994,9:90331096
rs62187521-<b>T</b>,"5 x 10-7",,0.03,'-,"1.33 unit decrease",[0.84-1.82],RSPO4,"Logical memory (immediate recall) in Alzheimer's disease dementia","Alzheimer's disease, memory performance",GCST006994,20:959154
rs72639058-<b>T</b>,"5 x 10-7",,0.17,'-,"0.47 unit decrease",[0.29-0.65],KAZN,"Logical memory (delayed recall) in Alzheimer's disease dementia","Alzheimer's disease, memory performance",GCST006995,1:13913797
rs117905930-<b>T</b>,"7 x 10-8",,0.02,'-,"1.59 unit decrease",[1.04-2.14],AL772202.1,"Logical memory (delayed recall) in Alzheimer's disease dementia","Alzheimer's disease, memory performance",GCST006995,9:88973603
rs10496731-<b>G</b>,"2 x 10-8",,0.48,'-,'-,'-,"CCNT2-AS1, ACMSD","Alzheimer's disease or body fat percentage (pleiotropy)","Alzheimer's disease, body fat percentage",GCST90013832,2:134840058
rs442495-<b>T</b>,"2 x 10-10",,0.65,'-,'-,'-,ADAM10,"Alzheimer's disease or diastolic blood pressure (pleiotropy)","Alzheimer's disease, diastolic blood pressure",GCST90013835,15:58730416
rs4308-<b>G</b>,"7 x 10-15",,0.63,'-,'-,'-,ACE,"Alzheimer's disease or diastolic blood pressure (pleiotropy)","Alzheimer's disease, diastolic blood pressure",GCST90013835,17:63482264
rs144867634-<b>T</b>,"8 x 10-8",,0.98,'-,'-,'-,DOCK4,"Alzheimer's disease or diastolic blood pressure (pleiotropy)","Alzheimer's disease, diastolic blood pressure",GCST90013835,7:111940111
rs12595082-<b>C</b>,"3 x 10-8",,0.81,'-,'-,'-,SPPL2A,"Alzheimer's disease or HDL levels (pleiotropy)","Alzheimer's disease, high density lipoprotein cholesterol measurement",GCST90013836,15:50715532
rs4308-<b>G</b>,"8 x 10-15",,0.63,'-,'-,'-,ACE,"Alzheimer's disease or systolic blood pressure (pleiotropy)","Alzheimer's disease, systolic blood pressure",GCST90013838,17:63482264
rs4575098-<b>A</b>,"4 x 10-13",,0.22,'-,'-,'-,ADAMTS4,"Alzheimer's disease or waist-hip ratio (pleiotropy)","Alzheimer's disease, waist-hip ratio",GCST90013842,1:161185602
rs186542490-<b>A</b>,"8 x 10-6","(liability model)",0.006,'-,"0.6 unit increase",[0.35-0.85],"AL450327.1, AL121718.1","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,6:78644638
rs186076999-<b>T</b>,"7 x 10-6","(liability model)",0.006,'-,"0.62 unit increase",[0.35-0.89],"AL512635.1, AL591222.3","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,9:20013543
rs141521929-<b>T</b>,"4 x 10-6","(liability model)",0.005,'-,"0.62 unit increase",[0.37-0.87],"TUSC1, AL353730.1","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,9:25669750
rs73865608-<b>A</b>,"1 x 10-6","(liability model)",0.004,'-,"0.63 unit increase",[0.38-0.88],AC097375.5,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,4:152043740
rs184614511-<b>T</b>,"6 x 10-6","(liability model)",0.005,'-,"0.64 unit increase",[0.37-0.91],KSR2,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,12:117861676
rs193129245-<b>A</b>,"1 x 10-6","(liability model)",0.005,'-,"0.67 unit increase",[0.4-0.94],"AL139231.1, RNU6-1060P","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,6:23318629
rs150061627-<b>T</b>,"5 x 10-6","(liability model)",0.004,'-,"0.68 unit increase",[0.39-0.97],"MIR548Y, MDGA2","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,14:47737481
rs190457471-<b>A</b>,"5 x 10-6","(liability model)",0.004,'-,"0.68 unit increase",[0.39-0.97],"OSER1-DT, GDAP1L1","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,20:44233181
rs141387448-<b>T</b>,"4 x 10-6","(liability model)",0.005,'-,"0.68 unit increase",[0.39-0.97],AL359546.1,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,10:31115466
rs117760708-<b>T</b>,"3 x 10-6","(liability model)",0.004,'-,"0.73 unit increase",[0.42-1.04],JPH3,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,16:87653662
rs187423924-<b>A</b>,"4 x 10-6","(liability model)",0.004,'-,"0.74 unit increase",[0.43-1.05],AQP4-AS1,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,18:26735845
rs181634374-<b>T</b>,"8 x 10-6","(liability model)",0.003,'-,"0.77 unit increase",[0.44-1.1],"RPL23AP44, AC008568.2","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,5:121563422
rs145228677-<b>C</b>,"7 x 10-6","(liability model)",0.004,'-,"0.79 unit increase",[0.44-1.14],"RPS18P12, AC022816.1","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,17:14641688
rs188699384-<b>A</b>,"5 x 10-6","(liability model)",0.003,'-,"0.79 unit increase",[0.46-1.12],MIR924HG,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,18:39619094
rs148003968-<b>A</b>,"5 x 10-6","(liability model)",0.003,'-,"0.81 unit increase",[0.46-1.16],TFEB,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,6:41696609
rs185867524-<b>A</b>,"5 x 10-6","(liability model)",0.004,'-,"0.86 unit increase",[0.49-1.23],DNAH6,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,2:84597852
rs117756856-<b>A</b>,"9 x 10-6","(liability model)",0.003,'-,"0.89 unit increase",[0.5-1.28],HDAC9,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,7:18212452
rs184457411-<b>A</b>,"8 x 10-6","(liability model)",0.003,'-,"0.92 unit increase",[0.51-1.33],SHANK2,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,11:70820116
rs180751169-<b>T</b>,"5 x 10-6","(liability model)",0.002,'-,"0.94 unit increase",[0.53-1.35],AC123767.1,"Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,8:39576416
rs188392327-<b>A</b>,"2 x 10-6","(liability model)",0.002,'-,"0.99 unit increase",[0.58-1.4],"UGT1A8, UGT1A10","Late-onset Alzheimer's disease","late-onset Alzheimers disease",GCST003815,2:233651485
