"Variant and risk allele",P-value,"P-value annotation",RAF,OR,Beta,CI,"Mapped gene","Reported trait",Trait(s),"Study accession",Location
rs12734338-<b>G</b>,"3 x 10-7",,NR,29,'-,[3.95-212.9],PPP1R12B,"Coronary heart disease","coronary artery disease",GCST002298,1:202500595
rs3853444-<b>G</b>,"5 x 10-6",,NR,7.69,'-,[2.70-20.0],"LINC01438, MIR297","Coronary heart disease","coronary artery disease",GCST002298,4:110812980
rs3883013-<b>G</b>,"3 x 10-7",,NR,29,'-,[3.95-212.9],UBE2Q2P1,"Coronary heart disease","coronary artery disease",GCST002298,15:84545426
rs7421388-<b>G</b>,"2 x 10-10",,0.79,1.2987013,'-,[NR],PLCL1,"Coronary artery disease","coronary artery disease",GCST003470,2:198223806
rs13082914-<b>T</b>,"3 x 10-10",,0.22,1.21,'-,[NR],"AC091607.2, KCNAB1","Coronary artery disease","coronary artery disease",GCST003470,3:156287165
rs9985766-<b>G</b>,"8 x 10-10",,0.16,1.35,'-,[NR],DCLK2,"Coronary artery disease","coronary artery disease",GCST003470,4:150108918
rs16880442-<b>G</b>,"6 x 10-7",,0.93,1.3888888,'-,[NR],"B3GNTL1P1, ITGA1","Coronary artery disease","coronary artery disease",GCST003470,5:52889863
rs17775862-<b>T</b>,"3 x 10-7",,0.06,1.55,'-,[NR],AL589693.1,"Coronary artery disease","coronary artery disease",GCST003470,6:156266980
rs12541758-<b>T</b>,"5 x 10-13",,0.4,1.25,'-,[NR],AC022905.1,"Coronary artery disease","coronary artery disease",GCST003470,8:72230147
rs10738607-<b>G</b>,"2 x 10-13",,0.64,1.2820514,'-,[NR],CDKN2B-AS1,"Coronary artery disease","coronary artery disease",GCST003470,9:22088095
rs10981012-<b>A</b>,"1 x 10-9",,0.13,1.34,'-,[NR],SHOC1,"Coronary artery disease","coronary artery disease",GCST003470,9:111690726
rs1746049-<b>C</b>,"2 x 10-9",,0.72,1.25,'-,[NR],"AL137026.2, AL137026.1","Coronary artery disease","coronary artery disease",GCST003470,10:44280862
rs895953-<b>T</b>,"9 x 10-8",,0.81,'-,'-,'-,SETD1B,"Coronary artery disease and HDL cholesterol levels (multivariate analysis)","high density lipoprotein cholesterol measurement, coronary artery disease",GCST007547,12:121811142
rs3741782-<b>A</b>,"3 x 10-9",,0.69,'-,'-,'-,CORO1C,"Coronary artery disease and LDL cholesterol levels (multivariate analysis)","low density lipoprotein cholesterol measurement, coronary artery disease",GCST007546,12:108701361
rs7033354-<b>T</b>,"1 x 10-8",,0.63,'-,'-,'-,"BNC2, AL162725.2","Coronary artery disease and LDL cholesterol levels (multivariate analysis)","low density lipoprotein cholesterol measurement, coronary artery disease",GCST007546,9:16904848
rs895953-<b>T</b>,"2 x 10-9",,0.81,'-,'-,'-,SETD1B,"Coronary artery disease and triglyceride levels (multivariate analysis)","triglyceride measurement, coronary artery disease",GCST007545,12:121811142
rs12423664-<b>A</b>,"1 x 10-8",,0.13,'-,'-,'-,FBRSL1,"Coronary artery disease and triglyceride levels (multivariate analysis)","triglyceride measurement, coronary artery disease",GCST007545,12:132493308
rs2908290-<b>A</b>,"2 x 10-8",,0.38,'-,'-,'-,GCK,"Coronary artery disease and triglyceride levels (multivariate analysis)","triglyceride measurement, coronary artery disease",GCST007545,7:44176538
rs1378942-<b>A</b>,"2 x 10-8",,0.62,'-,'-,'-,CSK,"Coronary artery disease and total cholesterol levels (multivariate analysis)","total cholesterol measurement, coronary artery disease",GCST007544,15:74785026
rs7770628-<b>C</b>,"2 x 10-30",,NR,'-,"0.73 unit increase",[0.61-0.85],LPA,"Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)","lipoprotein A measurement, coronary artery disease",GCST008433,6:160597142
rs73596816-<b>A</b>,"1 x 10-22",,NR,'-,"0.86 unit increase",[0.68-1.04],LPA,"Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)","lipoprotein A measurement, coronary artery disease",GCST008433,6:160596331
rs6926458-<b>G</b>,"5 x 10-16",,NR,'-,"0.34 unit decrease",[0.26-0.42],LPA,"Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)","lipoprotein A measurement, coronary artery disease",GCST008433,6:160598834
rs144217738-<b>G</b>,"7 x 10-8",,NR,'-,"0.34 unit increase",[0.22-0.46],"SLC22A3, SLC22A2","Lipoprotein (a) levels in coronary artery disease (percutaneous coronary intervention)","lipoprotein A measurement, coronary artery disease",GCST008433,6:160289794
rs11591147-<b>T</b>,"2 x 10-12",,0.018,'-,'-,'-,PCSK9,"Coronary artery disease","coronary artery disease",GCST008370,1:55039974
rs17114046-<b>G</b>,"1 x 10-11",,0.092,'-,'-,'-,"PLPP3, AC119674.2","Coronary artery disease","coronary artery disease",GCST008370,1:56500678
rs12740374-<b>T</b>,"2 x 10-25",,0.222,'-,'-,'-,CELSR2,"Coronary artery disease","coronary artery disease",GCST008370,1:109274968
rs2133189-<b>T</b>,"2 x 10-11",,0.286,'-,'-,'-,MIA3,"Coronary artery disease","coronary artery disease",GCST008370,1:222641100
rs16986953-<b>A</b>,"1 x 10-8",,0.068,'-,'-,'-,"CISD1P1, AC019055.1","Coronary artery disease","coronary artery disease",GCST008370,2:19742712
rs2028900-<b>T</b>,"2 x 10-8",,0.45,'-,'-,'-,MAT2A,"Coronary artery disease","coronary artery disease",GCST008370,2:85540612
rs72934535-<b>C</b>,"7 x 10-9",,0.108,'-,'-,'-,NBEAL1,"Coronary artery disease","coronary artery disease",GCST008370,2:203104250
rs13065626-<b>G</b>,"2 x 10-8",,0.137,'-,'-,'-,STAG1,"Coronary artery disease","coronary artery disease",GCST008370,3:136575915
rs13139571-<b>A</b>,"3 x 10-10",,0.233,'-,'-,'-,GUCY1A1,"Coronary artery disease","coronary artery disease",GCST008370,4:155724361
rs9349379-<b>G</b>,"6 x 10-19",,0.405,'-,'-,'-,PHACTR1,"Coronary artery disease","coronary artery disease",GCST008370,6:12903725
rs430918-<b>T</b>,"5 x 10-8",,0.066,'-,'-,'-,"PRIM2, RAB23","Coronary artery disease","coronary artery disease",GCST008370,6:57249018
rs78707197-<b>C</b>,"4 x 10-10",,0.022,'-,'-,'-,TENT5A,"Coronary artery disease","coronary artery disease",GCST008370,6:81749317
rs12194592-<b>G</b>,"2 x 10-10",,0.307,'-,'-,'-,TARID,"Coronary artery disease","coronary artery disease",GCST008370,6:133883109
rs55730499-<b>T</b>,"5 x 10-62",,0.081,'-,'-,'-,LPA,"Coronary artery disease","coronary artery disease",GCST008370,6:160584578
rs2107595-<b>A</b>,"4 x 10-10",,0.152,'-,'-,'-,"TWIST1, HDAC9","Coronary artery disease","coronary artery disease",GCST008370,7:19009765
rs3918226-<b>T</b>,"2 x 10-10",,0.081,'-,'-,'-,NOS3,"Coronary artery disease","coronary artery disease",GCST008370,7:150993088
rs35237252-<b>A</b>,"5 x 10-8",,0.251,'-,'-,'-,"LPL, AC100802.1","Coronary artery disease","coronary artery disease",GCST008370,8:20012760
rs1333042-<b>G</b>,"2 x 10-72",,0.496,'-,'-,'-,CDKN2B-AS1,"Coronary artery disease","coronary artery disease",GCST008370,9:22103814
rs150282530-<b>T</b>,"3 x 10-8",,0.001,'-,'-,'-,TRPM3,"Coronary artery disease","coronary artery disease",GCST008370,9:70938329
rs9337951-<b>A</b>,"7 x 10-9",,0.345,'-,'-,'-,JCAD,"Coronary artery disease","coronary artery disease",GCST008370,10:30028144
rs11238907-<b>G</b>,"2 x 10-8",,0.115,'-,'-,'-,"AL137026.2, LINC00841","Coronary artery disease","coronary artery disease",GCST008370,10:44192332
rs378825-<b>G</b>,"3 x 10-8",,0.427,'-,'-,'-,SWAP70,"Coronary artery disease","coronary artery disease",GCST008370,11:9745385
rs633185-<b>C</b>,"9 x 10-9",,0.285,'-,'-,'-,ARHGAP42,"Coronary artery disease","coronary artery disease",GCST008370,11:100722807
rs2839812-<b>A</b>,"1 x 10-11",,0.279,'-,'-,'-,AP002989.1,"Coronary artery disease","coronary artery disease",GCST008370,11:103802566
rs7924772-<b>G</b>,"2 x 10-9",,0.387,'-,'-,'-,ARHGEF12,"Coronary artery disease","coronary artery disease",GCST008370,11:120362917
rs11170820-<b>G</b>,"1 x 10-9",,0.058,'-,'-,'-,"AC023794.2, FAM242C","Coronary artery disease","coronary artery disease",GCST008370,12:54120131
rs4766578-<b>A</b>,"8 x 10-14",,0.495,'-,'-,'-,ATXN2,"Coronary artery disease","coronary artery disease",GCST008370,12:111466567
rs17696736-<b>G</b>,"8 x 10-11",,0.428,'-,'-,'-,NAA25,"Coronary artery disease","coronary artery disease",GCST008370,12:112049014
rs1169288-<b>C</b>,"1 x 10-9",,0.313,'-,'-,'-,"HNF1A-AS1, HNF1A","Coronary artery disease","coronary artery disease",GCST008370,12:120978847
rs638634-<b>T</b>,"1 x 10-8",,0.302,'-,'-,'-,COL4A1,"Coronary artery disease","coronary artery disease",GCST008370,13:110185206
rs11072811-<b>C</b>,"1 x 10-10",,0.492,'-,'-,'-,MORF4L1,"Coronary artery disease","coronary artery disease",GCST008370,15:78839988
rs4932373-<b>C</b>,"2 x 10-17",,0.326,'-,'-,'-,FES,"Coronary artery disease","coronary artery disease",GCST008370,15:90886057
rs7500448-<b>G</b>,"8 x 10-10",,0.254,'-,'-,'-,CDH13,"Coronary artery disease","coronary artery disease",GCST008370,16:83012185
rs2011767-<b>T</b>,"1 x 10-13",,0.459,'-,'-,'-,AC004797.1,"Coronary artery disease","coronary artery disease",GCST008370,17:49262935
rs7209400-<b>T</b>,"2 x 10-12",,0.453,'-,'-,'-,AC091180.6,"Coronary artery disease","coronary artery disease",GCST008370,17:49372695
rs550780826-<b>G</b>,"2 x 10-8",,0.004,'-,'-,'-,"LINC01929, CCDC68","Coronary artery disease","coronary artery disease",GCST008370,18:55055967
rs56125973-<b>C</b>,"4 x 10-13",,0.118,'-,'-,'-,SMARCA4,"Coronary artery disease","coronary artery disease",GCST008370,19:11077488
rs7412-<b>T</b>,"7 x 10-17",,0.081,'-,'-,'-,APOE,"Coronary artery disease","coronary artery disease",GCST008370,19:44908822
rs28451064-<b>A</b>,"1 x 10-14",,0.132,'-,'-,'-,"AP000317.2, AP000317.1","Coronary artery disease","coronary artery disease",GCST008370,21:34221526
"rs12091564-<b>C</b> x rs10218795-<b>C</b>","2 x 10-7",,NR,'-,'-,'-,"HJV - AC239799.2 x HJV","Coronary heart disease (SNP X SNP interaction)","coronary artery disease",GCST001084,1:146039391|1:146018957
"rs11924705-<b>C</b> x rs6789378-<b>A</b>","4 x 10-14",,NR,'-,'-,'-,"AC131211.1 - TOMM22P6 x AC131211.1 - TOMM22P6","Coronary heart disease (SNP X SNP interaction)","coronary artery disease",GCST001084,3:162443828|3:162449608
"rs7697839-<b>G</b> x rs7673097-<b>G</b>","2 x 10-11",,NR,'-,'-,'-,"STK32B x STK32B","Coronary heart disease (SNP X SNP interaction)","coronary artery disease",GCST001084,4:5366258|4:5366497
"rs1333048-<b>G</b> x rs1333049-<b>G</b>","7 x 10-14",,NR,'-,'-,'-,"CDKN2B-AS1 x CDKN2B-AS1","Coronary heart disease (SNP X SNP interaction)","coronary artery disease",GCST001084,9:22125348|9:22125504
"rs1165668-<b>G</b> x rs1165669-<b>C</b>","3 x 10-9",,NR,'-,'-,'-,"TTC41P x TTC41P","Coronary heart disease (SNP X SNP interaction)","coronary artery disease",GCST001084,12:103924218|12:103924394
rs190283338-<b>A</b>,"3 x 10-7",,0.01081,3.946,'-,[2.33-6.682],KCNS3,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,2:18200073
rs146397235-<b>T</b>,"5 x 10-7",,0.01178,3.412,'-,[2.117-5.497],ADAMTS3,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,4:72492529
rs6552940-<b>G</b>,"7 x 10-6",,0.3552,1.431,'-,[1.224-1.674],SORBS2,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,4:185947813
rs150007474-<b>A</b>,"6 x 10-6",,0.0173,2.807,'-,[1.799-4.382],SRRM4,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,12:119123145
rs72675151-<b>A</b>,"1 x 10-5",,0.4551,0.7874,'-,[0.7083-0.8753],"LINC02812, SLC25A3P1","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,1:53408772
rs118141904-<b>C</b>,"5 x 10-6",,0.03077,1.738,'-,[1.37-2.205],LRRC40,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,1:70190424
rs12569313-<b>A</b>,"7 x 10-6",,0.1751,0.705,'-,[0.6056-0.8209],"C1orf220, RNA5SP69","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,1:178554688
rs189668056-<b>A</b>,"7 x 10-6",,0.02031,1.942,'-,[1.453-2.596],"CYP1B1, CYP1B1-AS1","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,2:38081685
rs145938855-<b>A</b>,"1 x 10-5",,0.01751,1.996,'-,[1.47-2.71],LRRFIP1,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,2:237658501
rs78517437-<b>A</b>,"4 x 10-6",,0.1363,0.6656,'-,[0.5596-0.7918],"AC093898.1, AC006840.1","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,4:18908109
rs78492724-<b>A</b>,"7 x 10-6",,0.04356,1.62,'-,[1.31199999999999-2.0],"CRACD, CEP135","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,4:56042745
rs6876942-<b>T</b>,"1 x 10-6",,0.1334,1.403,'-,[1.22299999999999-1.609],"AC091832.1, AC094105.2","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:3104821
rs12520174-<b>G</b>,"6 x 10-6",,0.4604,0.7857,'-,[0.7076-0.8725],"AC122694.1, EMB","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:50147456
rs10940235-<b>T</b>,"8 x 10-6",,0.4571,0.7881,'-,[0.7097-0.8752],"AC122694.1, EMB","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:50340919
rs10940455-<b>T</b>,"5 x 10-6",,0.3435,0.7689,'-,[0.6868-0.8607],"AC112187.3, AC112187.1","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:50637254
rs282546-<b>C</b>,"5 x 10-6",,0.3448,0.7687,'-,[0.6869-0.8602],PARP8,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:50762209
rs26079-<b>C</b>,"2 x 10-6",,0.3444,0.7617,'-,[0.6804-0.8526],"AC022441.1, AC022441.3","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:50863180
rs6897040-<b>T</b>,"9 x 10-6",,0.4264,1.262,'-,[1.139-1.399],"LINC02059, RNU6-804P","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:86740163
rs75419803-<b>C</b>,"6 x 10-6",,0.09688,1.445,'-,[1.232-1.696],AC099520.1,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:104696713
rs79946623-<b>A</b>,"2 x 10-6",,0.1792,1.357,'-,[1.197-1.539],"AC113367.3, AC113367.2","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,5:130998965
rs148131145-<b>C</b>,"2 x 10-6",,0.01916,2.713,'-,[1.797-4.096],TRPM7,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,15:50670386
rs985183711-<b>G</b>,"7 x 10-7",,0.01304,3.246,'-,[2.04-5.165],MAPK8IP3,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,16:1719705
rs139293840-<b>A</b>,"1 x 10-6",,0.01013,3.359,'-,[2.058-5.484],RPTOR,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,17:80556559
rs142206837-<b>G</b>,"9 x 10-6",,0.01071,2.986,'-,[1.84-4.845],RPTOR,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,17:80675272
rs79284447-<b>C</b>,"6 x 10-6",,0.01656,2.679,'-,[1.746-4.111],SLC14A2,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,18:45339723
rs148241618-<b>A</b>,"9 x 10-6",,0.02252,2.447,'-,[1.648-3.634],EPG5,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,18:45880124
rs2683043-<b>G</b>,"7 x 10-6",,0.1169,1.622,'-,[1.314-2.003],CYP4F3,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,19:15653261
rs1882758-<b>C</b>,"5 x 10-7",,0.3975,0.6509,'-,[0.5507-0.7694],DSCAM,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,21:40238869
rs193244257-<b>G</b>,"1 x 10-6",,0.01903,2.678,'-,[1.793-3.998],RSPH14,"Coronary artery disease in diabetes","diabetes mellitus, coronary artery disease",GCST90014128,22:23068108
rs76451285-<b>A</b>,"8 x 10-6",,0.03507,1.669,'-,[1.333-2.09],F13A1,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,6:6197255
rs10950702-<b>A</b>,"3 x 10-6",,0.02051,1.968,'-,[1.479-2.61899999999999],"CHST12, GRIFIN","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,7:2470135
rs141435206-<b>G</b>,"4 x 10-7",,0.01243,2.396,'-,[1.70699999999999-3.364],STK3,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,8:98478889
rs1013781674-<b>C</b>,"2 x 10-6",,0.01073,2.395,'-,[1.676-3.42199999999999],STK3,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,8:98785050
rs79166762-<b>C</b>,"8 x 10-9",,0.01918,2.282,'-,[1.724-3.01899999999999],"BX470209.2, AL606807.1","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,9:89764559
rs202083337-<b>A</b>,"7 x 10-6",,0.01416,2.116,'-,[1.527-2.933],"OR52X1P, OR56B4","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,11:6074586
rs370536844-<b>C</b>,"8 x 10-6",,0.01069,2.329,'-,[1.607-3.376],AC090015.1,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,12:74090865
rs139382189-<b>C</b>,"3 x 10-7",,0.07275,1.565,'-,[1.318-1.86],FBXO21,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,12:117183470
rs8006867-<b>A</b>,"8 x 10-6",,0.2591,1.29,'-,[1.154-1.443],"AL355836.1, AL359682.1","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,14:101236044
rs11631816-<b>A</b>,"1 x 10-5",,0.09148,1.43,'-,[1.22-1.675],HCN4,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,15:73354253
rs76097616-<b>T</b>,"2 x 10-6",,0.01064,2.371,'-,[1.664-3.37899999999999],"HOMER2, AC022558.2","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,15:82966014
rs369813432-<b>T</b>,"3 x 10-6",,0.01831,2.031,'-,[1.51-2.733],TBCD,"Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,17:82896617
rs7269833-<b>G</b>,"2 x 10-6",,0.1855,1.346,'-,[1.19-1.523],"RNU7-92P, AL357558.2","Coronary artery disease in dyslipidemia","Rare dyslipidemia, coronary artery disease",GCST90014131,20:47913380
rs200787930-<b>T</b>,"1 x 10-29",,0.988,33.333336,'-,'-,PLCB2,"Coronary artery disease","coronary artery disease",GCST009879,15:40289298
rs61734696-<b>G</b>,"2 x 10-29",,0.988,33.333336,'-,'-,"ANP32C, MARCHF1","Coronary artery disease","coronary artery disease",GCST009879,4:164197303
rs199921354-<b>T</b>,"3 x 10-29",,0.988,33.333336,'-,'-,"VPS33B, AC068831.8","Coronary artery disease","coronary artery disease",GCST009879,15:91013841
rs188378669-<b>G</b>,"3 x 10-29",,0.988,33.333336,'-,'-,CXCL8,"Coronary artery disease","coronary artery disease",GCST009879,4:73741568
rs115287176-<b>G</b>,"1 x 10-28",,0.988,33.333336,'-,'-,TMOD4,"Coronary artery disease","coronary artery disease",GCST009879,1:151170961
rs146092501-<b>T</b>,"3 x 10-28",,0.988,25,'-,'-,COL6A3,"Coronary artery disease","coronary artery disease",GCST009879,2:237371861
rs146879198-<b>G</b>,"3 x 10-28",,0.988,25,'-,'-,ZNF77,"Coronary artery disease","coronary artery disease",GCST009879,19:2934109
rs192210727-<b>G</b>,"3 x 10-23",,0.987,10,'-,'-,ADGRL3,"Coronary artery disease","coronary artery disease",GCST009879,4:61909615
rs11823828-<b>T</b>,"4 x 10-21",,0.634,1.54,'-,'-,"OR52E4, TRIM5","Coronary artery disease","coronary artery disease",GCST009879,11:5884973
rs671-<b>A</b>,"4 x 10-15",,0.73,1.41,'-,'-,ALDH2,"Coronary artery disease","coronary artery disease",GCST009879,12:111803962
rs2072633-<b>A</b>,"6 x 10-13",,0.443,'-,"0.0411 unit decrease",[0.03-0.052],"CFB, AL645922.1","Coronary artery disease","coronary artery disease",GCST005196,6:31951801
rs852787-<b>T</b>,"2 x 10-14",,0.073,1.29,'-,[1.21-1.38],DAB1,"Coronary artery disease","coronary artery disease",GCST005582,1:57836430
